Keypoint Pixel Distance,CM Distance
173.33195203114414,37.095855712890625
161.80640333924813,31.145843505859375
164.56999893945928,31.943145751953125
167.66275346925175,33.67189025878906
168.30575008240453,37.00163269042969
172.97956665039894,38.17460632324219
190.23249876496521,37.851505279541016
159.13651136617074,33.14690399169922
192.29325395579008,34.288272857666016
185.77154748227284,38.0206413269043
158.68275348183786,33.24423599243164
171.7523165826496,40.291046142578125
189.91642241642288,36.94500732421875
170.34923329401371,38.07170867919922
184.42013035861459,38.434791564941406
160.3765783349488,33.7833251953125
188.86130216481118,36.038753509521484
175.12024173818205,34.86284255981445
152.8834871777935,37.49471664428711
165.51754225662367,34.18604278564453
165.5460789188476,33.09817886352539
140.92874565933027,29.71816062927246
175.02241129896976,33.905799865722656
163.57897865729555,36.64410400390625
176.31459731107125,35.42595672607422
178.8775023758319,34.217159271240234
158.2530030313193,35.14521026611328
161.45832008802003,37.08560562133789
188.2391876081865,35.29326248168945
176.7464919748639,34.52595138549805
160.6594839806842,32.101051330566406
169.97274326467993,36.88507843017578
170.01543663082964,37.67289352416992
160.92202832848008,31.69083595275879
176.35260414648707,33.6147346496582
160.78854771300004,31.938758850097656
151.06012064580477,35.21766662597656
171.98979806197593,36.88507843017578
168.76025794855207,32.1901741027832
182.8102220391571,36.02735900878906
152.68975228662373,33.25265121459961
212.72405190037153,38.26397705078125
177.6562479956988,35.51525115966797
177.61339358531353,37.04559326171875
159.58067859284114,33.219390869140625
193.55334674990823,38.73417663574219
157.62492866954696,37.08551788330078
166.74767167763227,32.18828201293945
186.60611057551233,40.82914352416992
171.90448261430657,33.1990852355957
160.3581193713979,37.54572296142578
184.4717179137575,33.520687103271484
195.52243980030124,39.25612258911133
189.37011858564918,35.84049606323242
196.89281221329662,38.26397705078125
183.8792204193027,36.984893798828125
174.98978074983518,35.13468933105469
169.13235850730396,39.22776794433594
166.49696384456814,37.4102783203125
193.75702685424204,34.594932556152344
156.56436888620155,34.312904357910156
179.3168832733068,39.35294723510742
178.65652732312194,35.0762939453125
166.97963611450777,37.57246017456055
187.97301922325568,40.368858337402344
159.39057571969843,34.57848358154297
181.90054174401652,36.33436965942383
149.5945279444911,35.76753234863281
162.95096331482455,31.604066848754883
158.5779066018916,38.83690643310547
158.372053176362,32.61723709106445
168.20219489487823,37.06595993041992
170.26169193070015,37.37107467651367
177.64778780645716,31.78414535522461
144.2133976934712,29.861204147338867
160.77770004307723,31.436416625976562
171.05069771244402,36.88507843017578
185.88004436877068,38.080318450927734
184.9919498960753,39.036067962646484
178.92145967394845,34.36103439331055
185.96723691952297,35.17620849609375
202.9442137786795,40.15678405761719
178.01020890733494,36.13393020629883
166.88194586514723,37.888954162597656
163.9452263133915,32.760379791259766
168.95434611370462,37.515174865722656
157.6185121945445,32.69321823120117
163.21763448469713,37.460208892822266
180.84168022685913,37.65971755981445
172.7797563449848,34.301002502441406
170.02779332097663,40.469696044921875
177.07913647943516,38.40177536010742
143.22887865299515,32.360557556152344
181.44309017641382,34.5031623840332
168.8361277164052,39.928096771240234
170.15673699438244,32.96037292480469
165.50987622601772,32.918556213378906
212.2917364898244,42.54948043823242
157.23035576987797,30.749710083007812
205.12209831248407,38.0206413269043
174.1567251496574,36.244815826416016
171.89175932272218,37.431182861328125
171.95972370146097,38.99053955078125
161.76460017553129,32.83577346801758
186.5386519386167,39.2413444519043
193.58161656310983,42.8775520324707
179.4623190880646,37.626564025878906
163.98903679835095,35.591304779052734
178.9726859248634,39.51677703857422
166.69285293616082,36.729366302490234
176.39970341667134,39.82232666015625
152.7242728972145,35.357421875
176.94798901444955,35.38660430908203
175.23959468538501,36.29829406738281
192.307562673816,36.412654876708984
170.09494366894336,31.436416625976562
162.97924071083997,32.26383590698242
176.48203356979135,37.93144607543945
167.41279287661922,32.06452178955078
168.8823205201052,36.57069778442383
165.99719671625743,34.08945083618164
178.43562946354373,33.75651931762695
174.60142588185022,34.94189453125
174.2656131273855,37.916080474853516
177.3813903875351,39.82232666015625
156.81706327693234,35.96683120727539
191.07415784010007,38.3826904296875
222.88852885847606,38.33633804321289
171.1067970301335,32.38570022583008
174.6024839798486,38.547096252441406
150.0482656252877,29.94119644165039
152.1527355296344,33.21379089355469
185.42787217950192,37.070037841796875
164.3190916229652,32.07809829711914
178.17669555033825,36.41386795043945
171.34451101903545,33.47733688354492
175.38223978898725,37.460208892822266
158.9318015958981,34.29978942871094
188.60806353193252,34.12473678588867
175.72471258815693,33.462921142578125
176.03791236320924,37.879642486572266
173.65269961426978,37.29234313964844
164.75211614765118,37.58131408691406
168.73876681928166,33.95187759399414
192.90910419997667,39.223365783691406
177.70320089355195,38.315345764160156
195.02022693151903,37.65971755981445
174.63053904924163,36.73625946044922
165.5254192293115,33.02961730957031
194.67671354535963,37.569786071777344
168.41178239947527,37.90656661987305
172.2670556752515,39.38894271850586
160.28092928752713,31.75051498413086
159.54202878281185,33.31666946411133
173.1209931955969,36.53007507324219
190.50214686489252,39.78958511352539
187.4420377873798,37.1711540222168
155.3036132527025,34.31735610961914
190.32093253605467,38.27248764038086
185.59096511593208,38.093196868896484
193.15544790512277,34.72777557373047
181.64515158194135,35.80073547363281
159.98892162544217,35.26246643066406
188.5643370090931,35.84049606323242
168.7090481442129,39.204864501953125
160.2078566352156,31.020795822143555
174.06726670294498,34.018951416015625
187.91730663056455,36.655303955078125
158.417761541268,34.47389221191406
164.03075632821893,30.34934425354004
159.16700783821022,33.182647705078125
175.55858163914954,34.986019134521484
169.94705397360596,32.93997573852539
