Keypoint Pixel Distance,CM Distance
145.3557905506535,107.80435180664062
132.86380505080058,87.1081314086914
134.69629892142223,88.38529968261719
139.42641125434284,93.57466125488281
139.90697681107454,101.27164459228516
143.66304061964922,107.11416625976562
157.4508575499251,111.21096801757812
132.4171799506462,97.67322540283203
156.7511964185644,117.56198120117188
156.56089878379194,153.9407501220703
132.12188811715487,92.77002716064453
145.2257248677213,118.28099060058594
157.99962920117406,114.61940002441406
144.8749513274316,104.86103820800781
153.14513217775044,109.90839385986328
133.67812553825584,85.36853790283203
153.58094535082645,97.9005355834961
145.31191075165245,104.89302062988281
126.33960447633217,104.50674438476562
137.71413802783493,97.2168960571289
135.10794980186304,108.78936004638672
117.48431836344717,88.13021087646484
141.1197955501841,94.55587005615234
133.17431661745343,101.98214721679688
148.03168295829983,119.68637084960938
150.69775226171498,97.45585632324219
130.5380026139524,98.53136444091797
134.82811528621778,96.06208038330078
160.43597937228859,111.09004974365234
145.59477191430702,92.334716796875
132.51210028426573,84.56295013427734
143.8568563556037,104.9866943359375
142.97462252501043,109.59524536132812
138.8598473386103,80.30040740966797
144.8774107189088,115.24358367919922
130.10432269585849,98.407470703125
124.1341187152705,96.5386734008789
142.30895893608906,104.9866943359375
138.4683934053877,88.17365264892578
148.9029637554212,93.64445495605469
126.34683905481941,92.22139739990234
176.16782637947995,148.7958526611328
147.45073751077712,92.68321228027344
145.17157597229894,104.83610534667969
131.17138701373284,90.66168212890625
162.99793827380833,121.41436004638672
133.9104701062846,96.12432861328125
137.239951626144,93.4843521118164
154.1789109779993,119.37632751464844
141.00826655510278,102.24158477783203
137.13936421667051,111.69512176513672
154.58627367187034,104.39749908447266
158.53471449424987,115.16134643554688
158.7321373900183,104.7288589477539
160.79937039409404,148.7958526611328
151.43792439435362,106.53641510009766
145.61124573871203,102.96220397949219
138.43536597857417,104.38243865966797
135.75921207037922,105.39884948730469
157.3802823924033,110.27752685546875
128.46452359232907,88.56609344482422
149.59955020262214,119.95854187011719
148.4054327776339,96.14927673339844
138.13511959898287,110.43843078613281
154.19703894630294,117.39007568359375
135.9974340950614,100.7148666381836
152.8371901749929,94.11803436279297
129.75115298538955,97.53819274902344
136.15253857230886,94.43299865722656
136.00047004122897,104.5676498413086
128.172761617653,95.91096496582031
147.94120350961308,103.84754943847656
138.45791749479977,112.39215087890625
145.47056291256692,92.27375793457031
116.98586654192785,89.69903564453125
131.07334491578857,82.49739074707031
144.21711216440335,104.9866943359375
148.7307000128519,102.68524932861328
153.50314529875547,118.9806137084961
147.21536129286082,109.8245620727539
156.14732845053268,100.27538299560547
167.73214451223419,116.4692611694336
147.96040236099475,126.50959014892578
139.91210688234096,105.28441619873047
137.77490910467066,90.54212188720703
140.03825093974314,106.15563201904297
132.79042193566627,104.70439910888672
136.88450348343451,107.04678344726562
153.63856333624014,132.42591857910156
143.8758267796657,99.97805786132812
144.13534826321262,133.47369384765625
143.48846146556068,106.69452667236328
124.84577082171528,97.41832733154297
152.74265323860047,104.68644714355469
141.5291753552752,116.84011840820312
144.17381323607435,93.92449188232422
138.89138556040083,107.88814544677734
178.26647838919928,132.77195739746094
137.38944864748984,87.13169860839844
171.79308992655925,153.9407501220703
143.19055325313346,105.3884048461914
146.12261672940485,127.321044921875
147.30914351937204,104.21131134033203
130.66815001101216,83.4017333984375
152.5122174611818,115.33475494384766
159.48031319865547,149.62538146972656
150.1397191549069,107.89974975585938
136.20159563175292,107.58708190917969
150.19582936290075,115.12396240234375
138.9650542209369,98.26996612548828
146.20307743952753,110.52967834472656
130.48701472858343,123.04918670654297
158.95720007357423,110.16026306152344
142.16139442394072,98.67379760742188
156.620501625978,104.63005828857422
142.80063505690188,82.49739074707031
132.54023239725856,97.3042984008789
143.9509682403775,107.93325805664062
139.2182103359866,84.13955688476562
142.96918582361675,101.73006439208984
138.25509966257763,88.12205505371094
146.45490761658772,108.13639068603516
145.8758332389962,101.48078918457031
143.64613543729766,111.41167449951172
147.47237633308578,110.52967834472656
132.9380632659645,94.04485321044922
158.87037553966667,137.70811462402344
182.14987071331603,135.88290405273438
145.12666163477172,89.09475708007812
143.31133752431586,108.44218444824219
126.62766767908073,86.00418090820312
131.11578640674242,99.05711364746094
154.99781723663332,102.69429016113281
141.9352511745171,95.20281982421875
150.906096405112,92.88772583007812
142.2612560165917,96.34825134277344
146.19079960902724,107.04678344726562
130.7521498447357,114.25555419921875
152.63738367343748,102.76457214355469
145.09863630175838,94.18818664550781
146.71686197878824,103.77386474609375
142.08013384094144,115.73131561279297
135.52139060206474,109.22207641601562
138.10877611627316,99.81402587890625
159.585085939959,118.12133026123047
144.83558673048788,114.06586456298828
170.87440797479167,132.42591857910156
142.0961363029386,99.00499725341797
138.40743150178454,95.95661163330078
159.3229190453045,106.46698760986328
144.50372283008426,114.07833862304688
141.34319005905047,113.83074188232422
131.55207217272968,93.997802734375
131.3855820517453,91.01161193847656
142.35539688273676,99.64039611816406
158.55486179084014,127.46861267089844
154.7347970448948,105.71250915527344
135.97849656874538,87.67516326904297
160.60188972674032,116.31094360351562
151.09522081381218,99.42406463623047
157.58438281307636,100.0691146850586
147.3131930395957,96.45443725585938
135.83095916379793,94.3235092163086
160.71143387571618,104.7288589477539
139.99164372521162,108.96124267578125
132.48843947432502,81.68876647949219
146.41262528034983,99.06893157958984
151.58823081279746,99.5175552368164
133.97656819747263,112.1921157836914
134.13942763775745,80.58219146728516
134.14041860891106,87.5989990234375
146.79664297919186,114.40460205078125
139.2980981962688,85.43071746826172
133.1528997432467,97.63096618652344
134.26809753364427,93.4843521118164
131.86794227274743,108.34290313720703
130.6965026496362,100.7598648071289
153.9047825041539,103.673828125
129.63403865470553,95.70152282714844
133.48831302976762,96.61756896972656
142.00711289877475,101.3685302734375
149.95178452970066,119.909423828125
139.96233623263117,96.40428161621094
139.20642270676322,87.41625213623047
148.38377069599434,113.82222747802734
160.1598961961702,120.45919036865234
146.74353636178844,97.53553009033203
125.69183062374849,98.23678588867188
132.6679128088845,99.5140380859375
153.53220460780764,105.0616683959961
138.4089204556459,103.36640930175781
142.82958006887728,108.89685821533203
152.56801437269212,114.89944458007812
151.24161270282593,103.44173431396484
150.89556171221955,112.60907745361328
145.91350668405553,94.75981903076172
112.49624566407074,88.13021087646484
135.1142222186014,98.44803619384766
133.2005690405527,101.45004272460938
139.48748034173298,108.7994613647461
121.94606382573929,85.1450424194336
141.88796687597954,105.66807556152344
150.2904862477726,92.90420532226562
118.28303339462936,85.69306182861328
134.29571412386431,86.48983001708984
133.33786814249262,95.82797241210938
146.75936896829316,99.17255401611328
157.5675813869802,113.53131103515625
146.68156632086243,109.72437286376953
139.9483222708457,92.88772583007812
144.20874117417236,107.45069122314453
138.137690842779,102.24158477783203
126.5370176857619,101.45004272460938
141.73972682019914,109.73889923095703
137.39395834781172,99.63011932373047
151.40806526345435,109.29827117919922
132.79797841100844,103.673828125
121.45192344159011,92.9739990234375
146.18673923284044,90.61384582519531
139.43356202408208,85.81626892089844
146.70396656361228,86.22432708740234
149.0101708005507,106.23297119140625
145.28086542013023,85.44476318359375
140.1557805587462,102.10693359375
138.30227223410742,99.97396087646484
159.83031908917417,127.79397583007812
158.7289723703741,111.21096801757812
153.05720918016598,89.27678680419922
125.94825185206112,84.80025482177734
147.4324320105131,112.00715637207031
149.35162363534639,101.31237030029297
148.7307000128519,102.68524932861328
128.8534003670196,87.96688842773438
137.37412934829067,102.78305053710938
143.25402973279574,99.42406463623047
132.60847034199372,85.18177032470703
156.94882327313908,93.98403930664062
128.39547301655244,96.38735961914062
137.96158267116655,99.64312744140625
118.23338034131854,99.33121490478516
143.31201811321213,106.60161590576172
164.32267397534224,109.67859649658203
135.17609581280402,104.68644714355469
133.13444597247877,94.99752044677734
142.36403979184936,98.26996612548828
144.54359419046946,99.122314453125
139.13172402210034,104.06861114501953
135.7233850901329,97.67375183105469
149.39142875702163,102.98344421386719
118.46433024174246,101.32347106933594
131.75959067899862,92.77002716064453
132.14498429703298,100.15499877929688
144.63661522289738,89.70709991455078
158.04386762704482,106.33674621582031
138.35037300442767,93.3393783569336
129.94174256861882,86.04784393310547
149.19586844377713,115.05499267578125
141.21819436022054,106.30099487304688
145.71920737994103,92.27375793457031
140.88859672110743,100.76057434082031
138.61837304564907,108.77546691894531
124.41362252093332,103.6691665649414
134.35325088230405,99.122314453125
153.4937487999185,113.46762084960938
167.62133299555043,104.22368621826172
164.3699495285184,117.9320068359375
147.7648307044789,95.05742645263672
137.67388620254562,107.10484313964844
137.99567205747607,97.66361999511719
154.90885059306197,107.82345581054688
167.84502201686095,129.12060546875
159.78234376315925,102.5472640991211
148.34167420981302,96.19219207763672
140.91229616256982,105.71250915527344
131.66687457594276,85.85061645507812
146.93680419625312,95.61474609375
153.8846981135194,91.40721130371094
132.81127928202017,95.24234008789062
156.08540382871124,103.95825958251953
123.9107851520226,93.997802734375
133.47449226586042,101.32347106933594
137.7552609760994,109.47058868408203
138.8896351367725,80.66305541992188
128.69989358345822,83.67066955566406
159.8596839609573,106.90229034423828
150.7949872670133,108.63775634765625
142.8941491797568,87.1081314086914
140.3472688678295,93.4843521118164
154.51875483696787,102.22249603271484
132.19116099671885,91.81074523925781
131.3888886802719,89.75521087646484
131.94949319493685,83.16114807128906
144.70443710443237,101.53155517578125
147.53792588757844,102.13383483886719
132.7870154581425,82.82658386230469
139.43860413436326,99.06893157958984
130.82222867241802,96.16275787353516
151.44738074105376,102.21217346191406
152.5547130564409,112.66312408447266
146.63895159953518,112.90576934814453
125.46720670476353,96.61756896972656
145.7669247353543,99.91404724121094
135.00123983742134,91.53089904785156
132.38899137695591,104.54322052001953
132.8110770466438,94.10941314697266
146.23507389802788,105.94080352783203
146.84539597576855,93.38866424560547
138.38914955169915,106.69902801513672
129.26349693364344,102.44705200195312
130.7433901418785,88.8179702758789
152.42375061555038,93.49794006347656
142.51716417244927,106.0658187866211
137.0023195225192,96.6128158569336
127.03459218252961,99.30197143554688
159.6739474314083,118.658447265625
139.89448009393436,102.5260238647461
132.13925361158834,86.3526611328125
128.90344426244886,87.73987579345703
152.7563058882273,103.95825958251953
148.29713375014785,88.32930755615234
146.02205521877093,99.86600494384766
141.31434217174512,98.01835632324219
152.19284080667893,118.84498596191406
131.3888886802719,89.75521087646484
157.58565180280925,126.32742309570312
139.06447392479856,99.00499725341797
152.93503806206343,111.36397552490234
137.49729822241486,98.45093536376953
137.03671608506716,101.9096450805664
151.71161316017694,117.7835922241211
129.1777042629136,97.3042984008789
126.0594427426143,100.5774917602539
150.64972170594444,105.1727066040039
142.77889618499074,122.78398132324219
142.68750583851698,110.7925033569336
155.381084089718,105.08203125
127.22896430807141,94.52001953125
165.84787013617907,126.50959014892578
154.7264398055552,101.31237030029297
133.4030814526401,87.77709197998047
128.39276197079587,88.48049926757812
152.85031288066347,96.68221282958984
141.16327664730005,122.0279769897461
148.2284991828733,101.57449340820312
150.59190697867137,106.43293762207031
147.25669184198745,99.42406463623047
143.77819887644438,103.73226928710938
138.1698233760857,94.43299865722656
170.59208816561681,139.53770446777344
134.2234654120649,116.99549102783203
138.096484680813,92.68321228027344
142.79054193987596,98.9196548461914
171.54191984681236,106.53641510009766
154.9480301294556,122.89946746826172
127.2540956901541,77.11854553222656
144.39958592566418,101.98214721679688
131.53040138347504,94.20832824707031
134.70040919260097,102.24158477783203
147.15348050233564,108.86958312988281
156.91985994446284,102.2090835571289
164.46297671594934,107.55879974365234
156.7764013320207,126.91514587402344
139.34278670523673,88.2442855834961
167.4741735942404,121.46965026855469
143.6995009173239,102.61591339111328
142.09961868926365,98.14356231689453
136.8916497371215,94.28241729736328
145.7315518006802,98.67379760742188
123.11927214138375,93.4843521118164
154.71688362237254,124.71654510498047
139.324707624791,121.5500259399414
136.77760632201608,112.78775024414062
152.31292576027192,92.7225341796875
160.1705018084862,117.39210510253906
166.4944493351536,111.09004974365234
145.31191075165245,104.89302062988281
128.81952543260851,88.17984008789062
138.7672828842252,103.55178833007812
146.27383145735124,99.48661041259766
124.42273156953412,87.73987579345703
129.75320389935402,91.15406799316406
134.5046103541136,81.3053970336914
147.86950751810664,109.12569427490234
133.08395919778187,88.8179702758789
166.03536731512253,122.19342041015625
131.63857409128042,103.81364440917969
152.34411560489116,98.46625518798828
136.1011033294437,108.57325744628906
137.79003988727683,90.40471649169922
160.09767917427268,103.673828125
174.60224761392863,120.8363037109375
141.7203130407232,101.57449340820312
129.39208392687812,96.26769256591797
126.175218599515,93.01324462890625
129.3875490563527,82.54508972167969
152.61544828335607,102.98344421386719
144.88654281047164,87.67516326904297
159.25355416154935,111.21096801757812
126.33648909692361,82.80918884277344
135.9521038035549,91.28643798828125
115.7406905509721,83.01380920410156
143.83127426109547,90.1010971069336
137.42308296043294,93.40608215332031
128.998148093067,87.9096908569336
158.55258805798368,105.31083679199219
130.3462215247277,113.59104919433594
141.95525283203145,96.96343994140625
169.39491227966,120.8363037109375
131.62705143319556,85.69306182861328
138.08299142233753,107.2886734008789
133.08788833107184,103.4585952758789
135.9312661468654,92.9739990234375
165.20839001514005,109.12569427490234
137.74423110158833,105.1161117553711
138.62674364426687,96.96343994140625
139.3573569044443,105.89999389648438
141.64818052633274,112.03328704833984
145.77475958475185,104.21131134033203
127.67367599142972,91.04907989501953
149.3516232899821,103.8967056274414
131.71818921646465,83.55033111572266
141.1216391588599,106.69452667236328
150.3782089818573,112.03328704833984
140.62638581156037,103.28746032714844
134.0004534348341,97.86721801757812
144.20874117417236,107.45069122314453
140.78594258018748,91.65686798095703
146.3859441645326,105.67962646484375
125.79086169543083,88.39102172851562
161.60295407070404,118.88298034667969
144.64894982308905,88.96647644042969
134.53912930476008,95.0142593383789
153.34686405159178,112.78775024414062
154.85251528741426,133.68997192382812
136.90912667052828,96.69364929199219
156.34361293576882,105.1751937866211
133.42886006626256,114.25555419921875
143.73120147793628,107.4844970703125
